Transaction ID,Date,Time,Items Purchased,Quantities,Total Price (INR),Payment Method
7471,2023-04-07,14:39,"Bagel with Cream Cheese, Cold Brew, Vanilla Syrup","2, 1, 1",620,Cash
7472,2023-03-22,18:29,"Lemon Tart, Caramel Drizzle","1, 1",320,Card
7473,2023-01-02,10:03,"Club Sandwich, Chocolate Chip Cookies, Hot Chocolate","1, 2, 1",540,UPI
7474,2023-05-20,13:49,"Cold Brew, Affogato","1, 1",350,Card
7475,2023-09-13,08:01,"Vanilla Milkshake, Club Sandwich, Caramel Drizzle","1, 1, 1",420,Card
7476,2023-04-27,12:33,"Americano, Soy Milk","2, 1",280,Card
7477,2023-12-13,12:47,"Pancakes with Syrup, Chocolate Milkshake, Latte","1, 1, 2",760,Cash
7478,2023-11-16,13:18,"Chocolate Chip Cookies, Chocolate Fudge Cake, Chicken Caesar Wrap","1, 2, 2",1040,Cash
7479,2023-01-13,14:16,"Cheesecake, Seasonal Smoothie, Caramel Drizzle","1, 1, 1",480,UPI
7480,2023-06-14,18:13,"Chocolate Milkshake, Cheesecake, Cheesecake, Soy Milk","1, 2, 1, 1",1050,Card
7481,2023-11-12,16:26,Chocolate Chip Cookies,1,100,UPI
7482,2023-08-21,15:32,"Vanilla Milkshake, French Toast","1, 1",440,Card
7483,2023-10-08,10:45,"Lemon Tart, Nitro Cold Brew","2, 1",720,Cash
7484,2023-05-13,09:03,"Hot Chocolate, Chocolate Chip Cookies, Almond Milk","1, 2, 1",380,Cash
7485,2023-03-09,13:57,"Veggie Hummus Wrap, French Toast","2, 2",980,Cash
7486,2023-02-12,14:51,"Chocolate Chip Cookies, Hot Chocolate, Vanilla Syrup","2, 2, 1",510,Mobile Wallet
7487,2023-11-27,10:53,"Mocha, Seasonal Smoothie, Veggie Hummus Wrap","1, 2, 2",920,Card
7488,2023-10-03,20:44,"Club Sandwich, Bagel with Cream Cheese, Oat Milk","2, 2, 1",880,Cash
7489,2023-09-13,09:07,"Chocolate Chip Cookies, Cheesecake, Vanilla Syrup","2, 1, 1",510,Card
7490,2023-05-22,13:43,"Chocolate Chip Cookies, Pancakes with Syrup, Soy Milk","1, 2, 1",640,Cash
7491,2023-03-25,10:18,"Greek Salad, Cappuccino","2, 1",590,Cash
7492,2023-04-04,18:33,"Bagel with Cream Cheese, Soy Milk","1, 1",260,Card
7493,2023-09-22,14:43,"Caesar Salad, Omelet","2, 1",640,Cash
7494,2023-06-01,15:23,"Brownies, Lemon Tart, Strawberry Milkshake","2, 2, 1",950,Card
7495,2023-03-22,10:20,"Avocado Toast, Nitro Cold Brew, Lemon Tart","2, 2, 1",1110,Mobile Wallet
7496,2023-04-01,10:27,Cold Brew,1,150,Mobile Wallet
7497,2023-02-09,08:50,"Hot Chocolate, Hot Chocolate","1, 2",420,Cash
7498,2023-07-11,08:51,Grilled Cheese Sandwich,1,180,Card
7499,2023-04-06,08:40,"Chicken Caesar Wrap, Chicken Caesar Wrap, Omelet","2, 2, 1",1080,Cash
7500,2023-04-12,10:50,Nitro Cold Brew,2,360,Card
7501,2023-09-25,12:19,Pancakes with Syrup,1,250,Cash
7502,2023-09-10,09:25,"Avocado Toast, Vanilla Milkshake, Iced Tea (Peach)","1, 1, 2",630,UPI
7503,2023-09-13,14:17,"Cheesecake, Greek Salad","1, 1",500,Mobile Wallet
7504,2023-06-09,16:54,"Affogato, Mocha","1, 1",380,Cash
7505,2023-09-12,20:43,Bagel with Cream Cheese,1,220,Mobile Wallet
7506,2023-08-30,18:47,Chicken Caesar Wrap,1,220,UPI
7507,2023-11-25,18:09,Vanilla Milkshake,2,340,Cash
7508,2023-07-25,15:42,"Grilled Cheese Sandwich, Green Tea","2, 2",520,Cash
7509,2023-05-02,20:44,"Cheesecake, French Toast, Vanilla Milkshake, Almond Milk","2, 1, 2, 1",1210,Mobile Wallet
7510,2023-08-12,18:34,"Fresh Lemonade, Iced Tea (Peach), Almond Milk","1, 2, 1",360,UPI
7511,2023-11-25,12:44,Club Sandwich,2,400,UPI
7512,2023-09-02,15:16,"Vanilla Milkshake, Caramel Drizzle","1, 1",220,Card
7513,2023-04-14,17:56,"Chicken Caesar Wrap, Grilled Cheese Sandwich, Club Sandwich, Vanilla Syrup","1, 1, 2, 1",830,Cash
7514,2023-03-06,09:33,"Chocolate Chip Cookies, French Toast, Iced Tea (Peach), Vanilla Syrup","2, 2, 1, 1",880,Cash
7515,2023-12-29,11:33,"Mocha, Flat White, Pancakes with Syrup","2, 1, 2",1020,Cash
7516,2023-06-11,16:23,Chocolate Fudge Cake,1,250,UPI
7517,2023-11-01,15:56,"Quinoa Bowl, Avocado Toast, Soy Milk","1, 2, 1",760,Card
7518,2023-01-22,12:36,"Espresso, Mocha","2, 2",560,Cash
7519,2023-12-12,19:57,"Pancakes with Syrup, Affogato, Brownies, Soy Milk","1, 1, 1, 1",610,Cash
7520,2023-06-10,14:27,"Avocado Toast, Cappuccino, Brownies, Almond Milk","2, 1, 1, 1",790,Cash
7521,2023-04-15,17:30,"Club Sandwich, Cold Brew, Omelet","2, 1, 2",950,Mobile Wallet
7522,2023-06-08,10:30,"Masala Chai, Brownies, Seasonal Smoothie","1, 1, 2",510,Mobile Wallet
7523,2023-08-20,09:44,"Omelet, Nitro Cold Brew","2, 1",580,Card
7524,2023-08-01,20:41,Chocolate Chip Cookies,2,200,Mobile Wallet
7525,2023-02-20,10:49,"Fresh Lemonade, Brownies, Chocolate Fudge Cake, Oat Milk","2, 1, 1, 1",610,Mobile Wallet
7526,2023-02-20,20:27,"Chocolate Milkshake, Brownies","1, 2",410,Cash
7527,2023-07-06,17:33,"Strawberry Milkshake, Vanilla Milkshake, Chocolate Chip Cookies","1, 1, 1",440,Cash
7528,2023-08-12,08:08,Hot Chocolate,2,280,Mobile Wallet
7529,2023-06-01,12:02,"Green Tea, Grilled Cheese Sandwich, Hot Chocolate, Caramel Drizzle","1, 2, 2, 1",770,UPI
7530,2023-01-11,15:16,"Chocolate Chip Cookies, Iced Americano, Bagel with Cream Cheese, Caramel Drizzle","1, 2, 1, 1",630,Mobile Wallet
7531,2023-12-09,14:41,"Mocha, Vanilla Milkshake","2, 2",700,Card
7532,2023-04-28,10:49,Flat White,2,320,Mobile Wallet
7533,2023-04-14,18:50,"Cheesecake, Almond Milk","2, 1",600,Cash
7534,2023-10-19,10:48,"Matcha Latte, Cheesecake","2, 1",600,UPI
7535,2023-12-25,18:39,"Cappuccino, Soy Milk","1, 1",190,Card
7536,2023-11-05,19:41,"Omelet, Caramel Drizzle","2, 1",450,UPI
7537,2023-03-30,15:43,Green Tea,2,160,UPI
7538,2023-03-16,18:12,Seasonal Smoothie,2,300,Card
7539,2023-11-07,10:38,"Affogato, Caramel Drizzle","2, 1",450,Mobile Wallet
7540,2023-07-17,18:41,"Matcha Latte, Strawberry Milkshake, Vanilla Syrup","1, 2, 1",530,Mobile Wallet
7541,2023-04-07,11:05,"Seasonal Smoothie, Oat Milk","1, 1",190,UPI
7542,2023-07-18,18:14,Chicken Caesar Wrap,2,440,UPI
7543,2023-11-12,09:53,"Matcha Latte, Grilled Cheese Sandwich","1, 2",520,UPI
7544,2023-04-29,19:11,"Vanilla Milkshake, Almond Milk","1, 1",210,Mobile Wallet
7545,2023-03-30,09:28,"Vanilla Milkshake, Veggie Hummus Wrap, Mocha","2, 1, 2",920,UPI
7546,2023-11-03,14:41,Greek Salad,1,220,Cash
7547,2023-09-26,20:52,"Iced Tea (Peach), French Toast, Caramel Drizzle","2, 1, 1",540,Mobile Wallet
7548,2023-02-24,13:15,"French Toast, Caesar Salad, Cheesecake","2, 1, 1",1040,Cash
7549,2023-07-02,11:47,Greek Salad,2,440,Cash
7550,2023-01-02,13:44,"Club Sandwich, Brownies, Oat Milk","1, 2, 1",480,Card
7551,2023-05-11,14:28,"Chocolate Chip Cookies, French Toast, Bagel with Cream Cheese, Almond Milk","1, 2, 1, 1",900,Mobile Wallet
7552,2023-07-27,15:32,"Omelet, Club Sandwich, Pancakes with Syrup","1, 1, 2",900,Cash
7553,2023-02-24,15:40,"Veggie Hummus Wrap, Mocha, Lemon Tart, Oat Milk","1, 2, 1, 1",890,Mobile Wallet
7554,2023-07-03,15:11,"Matcha Latte, Espresso, Soy Milk","1, 1, 1",300,Card
7555,2023-08-16,13:43,"Nitro Cold Brew, Cold Brew, Almond Milk","1, 1, 1",370,Mobile Wallet
7556,2023-04-16,16:18,"Matcha Latte, Fresh Lemonade, Chocolate Fudge Cake","2, 2, 2",1020,Mobile Wallet
7557,2023-07-28,15:08,"Espresso, Quinoa Bowl, Grilled Cheese Sandwich, Oat Milk","2, 1, 2, 1",840,Card
7558,2023-02-07,15:40,"Hot Chocolate, French Toast, Bagel with Cream Cheese","2, 2, 2",1260,UPI
7559,2023-06-10,19:22,Cold Brew,1,150,UPI
7560,2023-10-21,19:51,"Lemon Tart, French Toast, Caramel Drizzle","1, 2, 1",860,UPI
7561,2023-07-04,15:55,"Chocolate Chip Cookies, Seasonal Smoothie, Nitro Cold Brew, Oat Milk","2, 1, 2, 1",750,UPI
7562,2023-03-15,17:47,Iced Americano,1,130,Cash
7563,2023-01-26,13:48,"Lemon Tart, Avocado Toast, Oat Milk","1, 1, 1",550,Card
7564,2023-02-02,19:43,"Americano, Cappuccino, Cold Brew, Oat Milk","1, 2, 2, 1",760,Mobile Wallet
7565,2023-02-12,16:03,"Pancakes with Syrup, Hot Chocolate, Chocolate Chip Cookies, Soy Milk","1, 1, 2, 1",630,Mobile Wallet
7566,2023-05-11,13:19,"Chocolate Chip Cookies, Matcha Latte, Lemon Tart","1, 1, 2",800,Cash
7567,2023-11-25,09:43,"Seasonal Smoothie, Cold Brew, Chocolate Fudge Cake","1, 1, 1",550,Cash
7568,2023-06-21,20:45,"Chocolate Chip Cookies, French Toast, Pancakes with Syrup","2, 1, 2",970,Card
7569,2023-09-26,20:00,"French Toast, French Toast, Flat White, Soy Milk","2, 1, 1, 1",1010,Cash
7570,2023-03-19,09:55,"Caesar Salad, Vanilla Syrup","2, 1",470,Card
7571,2023-05-06,09:59,"Chocolate Fudge Cake, Cheesecake, Iced Tea (Peach)","2, 2, 2",1280,Mobile Wallet
7572,2023-01-12,18:11,"Bagel with Cream Cheese, French Toast, Veggie Hummus Wrap, Vanilla Syrup","1, 2, 2, 1",1230,Card
7573,2023-10-07,15:24,"Omelet, Vanilla Milkshake, Cappuccino, Soy Milk","1, 2, 1, 1",730,UPI
7574,2023-01-26,17:29,Espresso,1,100,UPI
7575,2023-03-23,19:52,"Cold Brew, Cheesecake, Almond Milk","1, 2, 1",750,UPI
7576,2023-09-18,17:12,"Bagel with Cream Cheese, Soy Milk","2, 1",480,Mobile Wallet
7577,2023-12-24,16:57,"Quinoa Bowl, Oat Milk","1, 1",280,Mobile Wallet
7578,2023-10-04,15:45,"Cheesecake, Pancakes with Syrup","1, 2",780,UPI
7579,2023-12-14,20:04,"Iced Tea (Peach), Bagel with Cream Cheese, Nitro Cold Brew","1, 1, 1",510,Cash
7580,2023-04-02,14:33,Chocolate Fudge Cake,1,250,Cash
7581,2023-01-14,10:03,"French Toast, Omelet, Oat Milk","2, 1, 1",780,Cash
7582,2023-05-27,20:25,"Fresh Lemonade, Fresh Lemonade, Vanilla Milkshake, Soy Milk","1, 2, 1, 1",510,Mobile Wallet
7583,2023-11-25,19:36,"Avocado Toast, Americano, Green Tea","2, 1, 2",760,Mobile Wallet
7584,2023-11-06,17:54,"Omelet, French Toast, Soy Milk","2, 2, 1",980,UPI
7585,2023-03-31,17:30,"Hot Chocolate, Caesar Salad, Cappuccino","1, 2, 1",730,Cash
7586,2023-11-24,17:20,"Brownies, Strawberry Milkshake, Lemon Tart, Soy Milk","2, 2, 1, 1",890,UPI
7587,2023-03-09,08:44,"Chocolate Chip Cookies, Pancakes with Syrup, Oat Milk","1, 1, 1",390,UPI
7588,2023-12-13,08:48,"Nitro Cold Brew, Soy Milk","1, 1",220,Mobile Wallet
7589,2023-06-04,09:56,"Greek Salad, Matcha Latte, French Toast","2, 2, 2",1300,Cash
7590,2023-04-18,20:58,"Avocado Toast, Caramel Drizzle","2, 1",530,Card
7591,2023-03-20,15:52,"Lemon Tart, Bagel with Cream Cheese, Quinoa Bowl, Caramel Drizzle","2, 1, 1, 1",1050,Card
7592,2023-12-05,12:29,"Cheesecake, Soy Milk","2, 1",600,Cash
7593,2023-01-19,16:19,"Chocolate Fudge Cake, Brownies, Almond Milk","1, 1, 1",410,Card
7594,2023-12-25,16:47,"Cheesecake, Mocha","1, 1",460,Card
7595,2023-02-14,19:14,"Greek Salad, Nitro Cold Brew, Cheesecake","2, 2, 1",1080,Card
7596,2023-12-04,11:31,"Cold Brew, Almond Milk","2, 1",340,UPI
7597,2023-07-31,11:16,"Matcha Latte, Green Tea","2, 2",480,UPI
7598,2023-08-06,10:53,"French Toast, Cold Brew, Omelet, Oat Milk","1, 1, 1, 1",660,Cash
7599,2023-04-05,11:00,"Brownies, Lemon Tart, Quinoa Bowl, Oat Milk","1, 2, 2, 1",1180,Mobile Wallet
7600,2023-01-12,15:26,Chicken Caesar Wrap,2,440,UPI
7601,2023-09-02,18:42,"French Toast, Vanilla Syrup","2, 1",570,UPI
7602,2023-08-09,11:06,"Veggie Hummus Wrap, Grilled Cheese Sandwich, Caramel Drizzle","2, 1, 1",670,Mobile Wallet
7603,2023-02-02,20:51,"Americano, Pancakes with Syrup, Vanilla Syrup","1, 1, 1",400,Cash
7604,2023-10-25,11:10,"Caesar Salad, Iced Americano, Caesar Salad","1, 1, 2",790,Mobile Wallet
7605,2023-08-08,10:43,"French Toast, Pancakes with Syrup, Bagel with Cream Cheese","2, 2, 1",1260,Mobile Wallet
7606,2023-06-08,14:45,Veggie Hummus Wrap,1,220,Mobile Wallet
7607,2023-07-21,19:21,Vanilla Milkshake,1,170,Mobile Wallet
7608,2023-07-09,19:08,"Greek Salad, Caesar Salad, Almond Milk","2, 2, 1",920,Card
7609,2023-01-11,13:19,"Latte, Chocolate Fudge Cake","2, 2",840,Mobile Wallet
7610,2023-12-23,18:23,"Club Sandwich, Masala Chai, Affogato","2, 1, 1",690,Card
7611,2023-08-09,11:32,"Avocado Toast, Nitro Cold Brew, Omelet","1, 2, 1",800,Card
7612,2023-01-27,09:25,"Veggie Hummus Wrap, Oat Milk","1, 1",260,Cash
7613,2023-04-04,16:25,"Chocolate Fudge Cake, Soy Milk","2, 1",540,UPI
7614,2023-03-17,19:45,"Chicken Caesar Wrap, Oat Milk","2, 1",480,Card
7615,2023-12-01,18:21,"Chocolate Chip Cookies, Veggie Hummus Wrap, Chocolate Milkshake","2, 2, 2",980,UPI
7616,2023-12-30,19:56,Lemon Tart,1,270,Card
7617,2023-04-02,11:17,Quinoa Bowl,2,480,Mobile Wallet
7618,2023-06-20,15:37,Masala Chai,1,90,UPI
7619,2023-01-03,18:32,"Matcha Latte, Soy Milk","1, 1",200,Cash
7620,2023-03-16,20:35,"Flat White, Avocado Toast","2, 1",560,Cash
7621,2023-02-23,18:10,"Greek Salad, Iced Tea (Peach), Grilled Cheese Sandwich","1, 2, 1",620,Cash
7622,2023-10-08,20:46,Grilled Cheese Sandwich,1,180,Card
7623,2023-02-06,17:48,"Grilled Cheese Sandwich, Flat White, Flat White","1, 1, 2",660,UPI
7624,2023-04-10,11:10,"Brownies, Brownies","1, 1",240,Mobile Wallet
7625,2023-07-10,12:46,"Bagel with Cream Cheese, Chocolate Milkshake, Caramel Drizzle","2, 2, 1",830,Cash
7626,2023-05-04,18:23,"Iced Americano, Caramel Drizzle","1, 1",180,Card
7627,2023-02-18,17:01,"Cheesecake, Chocolate Chip Cookies, Americano","1, 1, 2",620,Mobile Wallet
7628,2023-01-05,09:14,Brownies,1,120,Mobile Wallet
7629,2023-02-13,08:55,"Chocolate Chip Cookies, Pancakes with Syrup, Pancakes with Syrup, Vanilla Syrup","2, 2, 2, 1",1230,Card
7630,2023-03-01,13:49,"Avocado Toast, Lemon Tart, Strawberry Milkshake","1, 2, 2",1120,Mobile Wallet
7631,2023-03-07,14:53,"Strawberry Milkshake, Quinoa Bowl, Flat White, Vanilla Syrup","1, 2, 2, 1",1000,UPI
7632,2023-03-31,16:42,"Chocolate Fudge Cake, Latte","2, 1",670,Cash
7633,2023-08-04,08:04,"Pancakes with Syrup, Almond Milk","2, 1",540,Card
7634,2023-12-11,11:18,"Greek Salad, Veggie Hummus Wrap, Americano, Soy Milk","2, 2, 1, 1",1040,Mobile Wallet
7635,2023-08-28,16:06,"Iced Americano, Caramel Drizzle","2, 1",310,Cash
7636,2023-02-21,19:59,Veggie Hummus Wrap,2,440,Card
7637,2023-12-27,08:14,Club Sandwich,1,200,Card
7638,2023-04-25,16:13,"Chicken Caesar Wrap, Almond Milk","2, 1",480,Card
7639,2023-10-04,16:57,"Quinoa Bowl, Vanilla Milkshake, Club Sandwich, Caramel Drizzle","2, 1, 1, 1",900,UPI
7640,2023-04-06,14:13,"Americano, Club Sandwich, Vanilla Syrup","1, 1, 1",350,Card
7641,2023-08-20,08:10,"Chocolate Fudge Cake, Americano, Caesar Salad, Oat Milk","2, 1, 2, 1",1100,UPI
7642,2023-04-20,15:46,"Chocolate Chip Cookies, Mocha, Almond Milk","1, 1, 1",320,Card
7643,2023-03-18,13:28,"Brownies, Avocado Toast, French Toast, Vanilla Syrup","2, 2, 1, 1",1020,Card
7644,2023-05-01,14:42,Lemon Tart,1,270,UPI
7645,2023-10-19,12:29,"Chocolate Milkshake, Greek Salad, Avocado Toast, Almond Milk","2, 1, 1, 1",840,Mobile Wallet
7646,2023-02-18,20:57,"Iced Tea (Peach), Avocado Toast","1, 2",590,Card
7647,2023-01-09,10:43,"Affogato, Chocolate Fudge Cake, Pancakes with Syrup, Caramel Drizzle","2, 2, 2, 1",1450,Mobile Wallet
7648,2023-01-05,11:09,"Iced Tea (Peach), Mocha, Chocolate Chip Cookies, Almond Milk","2, 2, 2, 1",820,Cash
7649,2023-04-18,18:25,"Veggie Hummus Wrap, Nitro Cold Brew, Seasonal Smoothie, Almond Milk","2, 1, 1, 1",810,UPI
7650,2023-01-21,16:50,"Green Tea, Caramel Drizzle","1, 1",130,Cash
7651,2023-12-08,18:55,"Avocado Toast, Quinoa Bowl, Soy Milk","1, 1, 1",520,UPI
7652,2023-01-20,08:58,"Nitro Cold Brew, Vanilla Syrup","1, 1",210,UPI
7653,2023-01-27,12:30,"Omelet, Soy Milk","1, 1",240,Cash
7654,2023-10-28,16:39,"Pancakes with Syrup, Caesar Salad","1, 2",690,Mobile Wallet
7655,2023-08-24,08:26,"Veggie Hummus Wrap, Iced Americano, Oat Milk","1, 1, 1",390,Card
7656,2023-03-12,12:14,"Chocolate Milkshake, Almond Milk","1, 1",210,UPI
7657,2023-06-28,19:24,"Greek Salad, Oat Milk","2, 1",480,Mobile Wallet
7658,2023-12-22,19:16,"Fresh Lemonade, Greek Salad, Iced Tea (Peach), Vanilla Syrup","2, 2, 1, 1",780,Mobile Wallet
7659,2023-01-07,18:53,"Avocado Toast, Almond Milk","1, 1",280,Cash
7660,2023-03-06,08:21,"Americano, Hot Chocolate, Almond Milk","2, 2, 1",560,Mobile Wallet
7661,2023-04-28,17:36,"Lemon Tart, French Toast, Veggie Hummus Wrap, Caramel Drizzle","2, 1, 1, 1",1080,Card
7662,2023-03-08,09:42,"Green Tea, Omelet, Brownies, Soy Milk","1, 1, 2, 1",560,Cash
7663,2023-07-10,16:30,"Chocolate Fudge Cake, Pancakes with Syrup, Chocolate Chip Cookies","2, 1, 1",850,Mobile Wallet
7664,2023-06-22,09:40,"Nitro Cold Brew, Caesar Salad, Caramel Drizzle","2, 1, 1",630,Mobile Wallet
7665,2023-08-11,10:39,"Matcha Latte, Iced Tea (Peach)","2, 2",540,Cash
7666,2023-07-24,16:30,"Fresh Lemonade, Pancakes with Syrup","1, 2",600,Mobile Wallet
7667,2023-07-07,19:55,"Omelet, Soy Milk","2, 1",440,Cash
7668,2023-11-18,16:18,"Iced Americano, Oat Milk","2, 1",300,Card
7669,2023-04-28,19:53,"Latte, Club Sandwich, Bagel with Cream Cheese","1, 1, 2",810,UPI
7670,2023-04-17,12:28,"Chocolate Chip Cookies, Seasonal Smoothie, French Toast","2, 1, 1",620,Cash
7671,2023-02-08,08:20,"Lemon Tart, Veggie Hummus Wrap, Chocolate Fudge Cake, Oat Milk","1, 1, 1, 1",780,UPI
7672,2023-04-26,08:37,"Chocolate Fudge Cake, French Toast","1, 2",790,Mobile Wallet
7673,2023-11-01,12:05,Chocolate Chip Cookies,2,200,Card
7674,2023-12-21,19:24,"Hot Chocolate, Brownies, Vanilla Syrup","1, 2, 1",410,Card
7675,2023-01-20,16:11,"Caesar Salad, Cheesecake, Soy Milk","1, 2, 1",820,Cash
7676,2023-06-07,11:18,"Fresh Lemonade, Chicken Caesar Wrap, Nitro Cold Brew","1, 2, 1",720,Mobile Wallet
7677,2023-10-16,14:16,"Cheesecake, Vanilla Syrup","1, 1",310,UPI
7678,2023-12-16,19:03,"Pancakes with Syrup, Chocolate Chip Cookies","2, 1",600,Card
7679,2023-10-27,19:18,Quinoa Bowl,2,480,UPI
7680,2023-04-20,13:50,"Caesar Salad, Pancakes with Syrup, Iced Tea (Peach), Oat Milk","2, 1, 1, 1",840,Mobile Wallet
7681,2023-12-07,08:23,Espresso,1,100,Cash
7682,2023-07-11,18:03,"Americano, Omelet, Matcha Latte","2, 2, 1",800,Cash
7683,2023-10-15,18:45,"Club Sandwich, Club Sandwich, Soy Milk","1, 1, 1",440,UPI
7684,2023-03-07,12:24,"French Toast, Almond Milk","1, 1",310,Cash
7685,2023-02-05,18:07,"Pancakes with Syrup, Flat White","1, 1",410,Card
7686,2023-06-20,18:17,"Fresh Lemonade, Brownies, Lemon Tart","2, 1, 1",590,UPI
7687,2023-09-30,11:45,"Cold Brew, Almond Milk","2, 1",340,Mobile Wallet
7688,2023-10-06,11:24,"Grilled Cheese Sandwich, Chicken Caesar Wrap, Chocolate Fudge Cake, Caramel Drizzle","2, 1, 2, 1",1130,UPI
7689,2023-08-18,18:41,Latte,1,170,Cash
7690,2023-10-16,17:04,"Fresh Lemonade, Chocolate Fudge Cake, Avocado Toast","2, 2, 1",940,Mobile Wallet
7691,2023-12-17,12:30,"Affogato, Flat White, Matcha Latte","2, 1, 1",720,UPI
7692,2023-03-05,10:30,"Flat White, Almond Milk","1, 1",200,UPI
7693,2023-05-04,17:54,"Chicken Caesar Wrap, Iced Tea (Peach)","1, 2",440,Mobile Wallet
7694,2023-04-06,17:00,"Masala Chai, Vanilla Syrup","1, 1",120,UPI
7695,2023-05-30,14:48,Vanilla Milkshake,2,340,Card
7696,2023-11-20,15:46,"Iced Tea (Peach), Espresso","2, 1",320,Cash
7697,2023-04-11,14:07,"Caesar Salad, Pancakes with Syrup, Oat Milk","1, 1, 1",510,Cash
7698,2023-06-27,20:59,"Fresh Lemonade, Pancakes with Syrup, Nitro Cold Brew, Soy Milk","2, 2, 1, 1",920,Card
7699,2023-02-13,16:28,"Matcha Latte, Almond Milk","2, 1",360,Mobile Wallet
7700,2023-05-26,09:00,"Cheesecake, Cappuccino, Caesar Salad, Soy Milk","1, 2, 2, 1",1060,UPI
7701,2023-10-30,18:18,"Americano, French Toast, Vanilla Syrup","2, 1, 1",540,Cash
7702,2023-11-19,18:08,"Pancakes with Syrup, Caramel Drizzle","2, 1",550,Cash
7703,2023-06-03,08:51,"Omelet, Brownies, Soy Milk","2, 1, 1",560,Mobile Wallet
7704,2023-02-10,15:02,"Strawberry Milkshake, Pancakes with Syrup, Almond Milk","2, 1, 1",630,Cash
7705,2023-01-01,08:48,"Americano, Vanilla Syrup","1, 1",150,Card
7706,2023-08-19,20:25,Lemon Tart,2,540,Mobile Wallet
7707,2023-04-08,09:50,"Strawberry Milkshake, Oat Milk","1, 1",210,Mobile Wallet
7708,2023-08-10,12:58,"Mocha, Caramel Drizzle","1, 1",230,Mobile Wallet
7709,2023-04-26,10:35,"Masala Chai, Vanilla Syrup","1, 1",120,UPI
7710,2023-11-14,09:53,"Greek Salad, Brownies, French Toast, Almond Milk","2, 2, 2, 1",1260,Card
7711,2023-08-22,17:08,"French Toast, Caramel Drizzle","1, 1",320,Mobile Wallet
7712,2023-01-29,16:59,"Lemon Tart, Iced Americano, Iced Tea (Peach), Almond Milk","1, 1, 2, 1",660,Cash
7713,2023-06-19,19:14,"Affogato, Masala Chai, Veggie Hummus Wrap, Vanilla Syrup","1, 2, 2, 1",850,Mobile Wallet
7714,2023-03-21,10:12,"Lemon Tart, Bagel with Cream Cheese, Pancakes with Syrup, Oat Milk","2, 2, 2, 1",1520,Card
7715,2023-07-29,18:32,"Fresh Lemonade, Chocolate Milkshake, Vanilla Syrup","2, 1, 1",400,Card
7716,2023-07-11,14:47,"Chocolate Chip Cookies, Flat White","2, 2",520,Mobile Wallet
7717,2023-02-20,12:11,"Espresso, Caesar Salad","1, 1",320,Card
7718,2023-08-17,20:41,"Masala Chai, Almond Milk","2, 1",220,Mobile Wallet
7719,2023-07-18,14:08,"Bagel with Cream Cheese, Veggie Hummus Wrap","1, 1",440,Card
7720,2023-10-24,15:05,Bagel with Cream Cheese,2,440,UPI
7721,2023-08-08,12:08,"Chocolate Chip Cookies, Club Sandwich","2, 2",600,UPI
7722,2023-05-07,20:29,"Matcha Latte, Fresh Lemonade, Cheesecake","1, 1, 2",820,Card
7723,2023-04-30,19:08,"Fresh Lemonade, Caramel Drizzle","1, 1",150,UPI
7724,2023-04-15,11:48,"Lemon Tart, Brownies","2, 2",780,Mobile Wallet
7725,2023-12-15,15:41,"Omelet, Grilled Cheese Sandwich, Omelet","1, 2, 2",960,Card
7726,2023-04-01,18:51,"Greek Salad, Fresh Lemonade, Soy Milk","1, 1, 1",360,UPI
7727,2023-03-24,11:43,Matcha Latte,2,320,UPI
7728,2023-02-22,19:47,Flat White,2,320,Card
7729,2023-06-02,11:28,"Iced Tea (Peach), Almond Milk","2, 1",260,Cash
7730,2023-04-16,11:30,"Club Sandwich, Fresh Lemonade, Vanilla Syrup","1, 1, 1",330,Cash
7731,2023-02-12,16:24,"Chocolate Fudge Cake, Matcha Latte","2, 2",820,Mobile Wallet
7732,2023-03-28,19:13,"Bagel with Cream Cheese, Strawberry Milkshake, Cold Brew, Oat Milk","2, 2, 1, 1",970,Mobile Wallet
7733,2023-03-31,19:24,"Chocolate Milkshake, Chocolate Fudge Cake, Oat Milk","2, 1, 1",630,UPI
7734,2023-02-23,16:25,"Seasonal Smoothie, Brownies, Caramel Drizzle","1, 2, 1",440,Cash
7735,2023-07-16,13:00,"Espresso, Greek Salad, Vanilla Syrup","1, 1, 1",350,Card
7736,2023-03-19,10:00,"Chocolate Milkshake, Cold Brew","2, 2",640,Mobile Wallet
7737,2023-09-27,10:53,"Avocado Toast, Chocolate Chip Cookies, Chocolate Fudge Cake","2, 2, 1",930,Card
7738,2023-02-11,18:34,"Vanilla Milkshake, Pancakes with Syrup, Caramel Drizzle","1, 2, 1",720,Cash
7739,2023-12-01,18:58,"Caesar Salad, Vanilla Syrup","2, 1",470,Cash
7740,2023-09-11,16:01,"Espresso, Iced Americano, Lemon Tart, Soy Milk","1, 1, 1, 1",540,Mobile Wallet
7741,2023-08-07,13:30,"Quinoa Bowl, Latte","2, 1",650,Mobile Wallet
7742,2023-11-18,19:46,"Pancakes with Syrup, Chocolate Chip Cookies, Cheesecake","1, 2, 2",1010,UPI
7743,2023-06-17,16:11,"Vanilla Milkshake, Americano","1, 2",410,Mobile Wallet
7744,2023-11-01,17:34,"Chocolate Fudge Cake, Avocado Toast, Oat Milk","2, 2, 1",1020,UPI
7745,2023-06-04,20:59,"Cheesecake, Avocado Toast, Fresh Lemonade","2, 1, 1",900,Card
